Accession,Host
NC_042314,Mycolicibacterium smegmatis
NC_042315,Mycolicibacterium smegmatis
NC_042316,Mycolicibacterium smegmatis
NC_042317,Mycolicibacterium smegmatis
NC_042318,Mycolicibacterium smegmatis
NC_042319,Mycolicibacterium smegmatis
NC_042320,Mycolicibacterium smegmatis
NC_042321,Mycolicibacterium smegmatis
NC_042322,Mycolicibacterium smegmatis
NC_042323,Mycolicibacterium smegmatis
NC_042324,Mycolicibacterium smegmatis
NC_042325,Mycolicibacterium smegmatis
NC_042326,Mycolicibacterium smegmatis
NC_042327,Mycolicibacterium smegmatis
NC_042328,Mycolicibacterium smegmatis
NC_042329,Mycolicibacterium smegmatis
NC_042330,Mycolicibacterium smegmatis
NC_042331,Mycolicibacterium smegmatis
NC_042332,Mycolicibacterium smegmatis
NC_042333,Mycolicibacterium smegmatis
NC_042334,Mycolicibacterium smegmatis
NC_042335,Mycolicibacterium smegmatis
NC_042336,Mycolicibacterium smegmatis
NC_042337,Mycolicibacterium smegmatis
NC_042338,Mycolicibacterium smegmatis
NC_042339,Mycolicibacterium smegmatis
NC_042340,Mycolicibacterium smegmatis
NC_042341,Mycolicibacterium smegmatis
NC_042342,Pseudomonas aeruginosa
NC_042343,Pseudomonas aeruginosa
NC_042344,Xylella fastidiosa
NC_042345,Xylella fastidiosa
NC_042346,Salmonella enterica
NC_042347,Sulfolobus sp. A20
NC_042348,Salinibacter ruber
NC_042349,Salinibacter ruber
NC_042350,Salinibacter ruber
NC_042351,Salinibacter ruber
NC_042352,Salinibacter ruber
NC_042354,Corynebacterium glutamicum
NC_042355,Corynebacterium glutamicum
NC_042140,Priestia megaterium
NC_030928,Xanthomonas arboricola
NC_030937,Xanthomonas arboricola
NC_041844,Mycolicibacterium smegmatis
NC_041845,Flavobacterium columnare
NC_041846,Mycolicibacterium smegmatis
NC_041847,Mycolicibacterium smegmatis
NC_041848,Escherichia coli
NC_041849,Streptomyces sp.
NC_041850,Mycolicibacterium smegmatis
NC_041852,Mycolicibacterium smegmatis
NC_041853,Mycolicibacterium smegmatis
NC_041854,Pectobacterium atrosepticum
NC_041855,Mycolicibacterium smegmatis
NC_041856,Streptomyces coelicolor
NC_041857,Acinetobacter baumannii
NC_041858,Bacillus pumilus
NC_041859,Flavobacterium psychrophilum
NC_041860,Streptomyces venezuelae
NC_041861,Enterococcus faecalis
NC_041862,Listeria monocytogenes
NC_041863,Escherichia coli
NC_041864,Escherichia coli
NC_041865,Pseudomonas aeruginosa
NC_041866,Acinetobacter sp.
NC_041867,Paenibacillus larvae
NC_041869,Escherichia coli
NC_041870,Pseudomonas aeruginosa
NC_041871,Escherichia coli
NC_041872,Flavobacterium psychrophilum
NC_041873,Escherichia coli
NC_041874,Escherichia coli
NC_041877,Pseudomonas aeruginosa
NC_041878,Pectobacterium carotovorum
NC_041880,Pseudomonas putida
NC_041881,Pseudomonas putida
NC_041882,Mycolicibacterium smegmatis
NC_041883,Gordonia terrae
NC_041884,Acinetobacter baumannii
NC_041886,Gordonia terrae
NC_041887,Rhodococcus erythropolis
NC_041888,Mycolicibacterium smegmatis
NC_041889,Streptomyces azureus
NC_041890,Propionibacterium freudenreichii
NC_041891,Propionibacterium freudenreichii
NC_041892,Propionibacterium freudenreichii
NC_041893,Propionibacterium freudenreichii
NC_041894,Propionibacterium freudenreichii
NC_041895,Propionibacterium freudenreichii
NC_041896,Campylobacter jejuni
NC_041897,Escherichia coli
NC_041898,Escherichia coli
NC_041899,Klebsiella pneumoniae
NC_041900,Klebsiella pneumoniae
NC_041901,Mycolicibacterium smegmatis
NC_041902,Pseudomonas aeruginosa
NC_041903,Pseudomonas aeruginosa
NC_041904,Pseudomonas aeruginosa
NC_041905,Acinetobacter baumannii
NC_041906,Escherichia coli
NC_041907,Pseudomonas aeruginosa
NC_041908,Rhizobium etli
NC_041909,Paenibacillus larvae
NC_041910,Vibrio vulnificus
NC_041911,Ralstonia solanacearum
NC_041912,Aquamicrobium sp. H14
NC_041913,Providencia sp.
NC_041914,Acinetobacter baumannii
NC_041915,Acinetobacter baumannii
NC_041916,Vibrio parahaemolyticus
NC_041917,Serratia marcescens
NC_041919,Escherichia coli
NC_041921,Dinoroseobacter shibae
NC_041922,Salmonella enterica
NC_041923,Salmonella sp.
NC_041924,Acinetobacter baumannii
NC_041925,Proteus mirabilis
NC_041926,Escherichia coli
NC_041927,Sphingobium sp. IP1
NC_041928,Staphylococcus epidermidis
NC_041929,Sinorhizobium meliloti
NC_041934,Pseudomonas aeruginosa
NC_041935,Escherichia coli
NC_041936,Escherichia coli
NC_041937,Escherichia coli
NC_041950,Gordonia terrae
NC_041953,Pseudomonas aeruginosa
NC_041954,Cutibacterium acnes
NC_041955,Cutibacterium acnes
NC_041956,Cutibacterium acnes
NC_041957,Cutibacterium acnes
NC_041958,Roseobacter denitrificans
NC_041959,Enterococcus faecalis
NC_041960,Enterococcus faecalis
NC_041962,Tsukamurella inchonensis
NC_041963,Rhodobacter capsulatus
NC_041965,Mycolicibacterium smegmatis
NC_041966,Acinetobacter baumannii
NC_041967,Acinetobacter baumannii
NC_041968,Pseudomonas aeruginosa
NC_041969,Mycolicibacterium smegmatis
NC_041970,Mycolicibacterium smegmatis
NC_041971,Mycolicibacterium smegmatis
NC_041972,Erwinia amylovora
NC_041973,Erwinia amylovora
NC_041974,Erwinia amylovora
NC_041975,Erwinia amylovora
NC_041976,Brevibacillus laterosporus
NC_041977,Citrobacter freundii
NC_041978,Erwinia amylovora
NC_041979,Escherichia coli
NC_041980,Klebsiella aerogenes
NC_041981,Klebsiella pneumoniae
NC_041982,Mycolicibacterium smegmatis
NC_041983,Mycolicibacterium smegmatis
NC_041984,Mycolicibacterium smegmatis
NC_041985,Mycolicibacterium smegmatis
NC_041986,Mycolicibacterium smegmatis
NC_041987,Mycolicibacterium smegmatis
NC_041988,Mycolicibacterium smegmatis
NC_041989,Mycolicibacterium smegmatis
NC_041990,Escherichia coli
NC_041991,Salmonella enterica
NC_041993,Mycolicibacterium smegmatis
NC_041995,Shigella sonnei
NC_041997,Paracidovorax citrulli
NC_041998,Acinetobacter baumannii
NC_042003,Acinetobacter baumannii
NC_042004,Acinetobacter baumannii
NC_042005,Acinetobacter baumannii
NC_042006,Acinetobacter pittii
NC_042007,Acinetobacter pittii
NC_042008,Streptomyces viridochromogenes
NC_042009,Streptomyces griseus
NC_042010,Streptomyces griseus
NC_042011,Streptomyces lividans
NC_042012,Streptomyces griseus
NC_042013,Agrobacterium tumefaciens
NC_042016,Streptomyces griseus
NC_042017,Shigella flexneri
NC_042018,Erwinia amylovora
NC_042019,Aeromonas salmonicida
NC_042021,Enterococcus faecalis
NC_042022,Enterococcus faecalis
NC_042023,Enterococcus faecalis
NC_042024,Lactococcus cremoris
NC_042025,Salmonella enterica
NC_042027,Mycolicibacterium smegmatis
NC_042028,Acinetobacter baumannii
NC_042029,Edwardsiella ictaluri
NC_042030,Mycolicibacterium smegmatis
NC_042031,Mycolicibacterium smegmatis
NC_042032,Mycolicibacterium smegmatis
NC_042033,Mycolicibacterium smegmatis
NC_042034,Mycolicibacterium smegmatis
NC_042035,Mycolicibacterium smegmatis
NC_042036,Mycolicibacterium smegmatis
NC_042037,Aeromonas sp. IS4
NC_042038,Salmonella enterica
NC_042039,Shigella flexneri
NC_042040,Rhodococcus erythropolis
NC_042041,Klebsiella pneumoniae
NC_042042,Streptomyces scabiei
NC_042043,Escherichia coli
NC_042044,Salmonella enterica
NC_042045,Gordonia terrae
NC_042046,Escherichia coli
NC_042047,Serratia rubidaea
NC_042048,Listeria monocytogenes
NC_042049,Rhodobacter capsulatus
NC_042050,Mycolicibacterium smegmatis
NC_042051,Streptomyces griseus
NC_042052,Streptomyces griseus
NC_042054,Pseudomonas syringae
NC_042055,Mycolicibacterium smegmatis
NC_042056,Erwinia amylovora
NC_042057,Escherichia coli
NC_042060,Pseudomonas aeruginosa
NC_042065,Salmonella enterica
NC_042066,Salmonella enterica
NC_042067,Citrobacter freundii
NC_042068,Pseudomonas sp.
NC_042069,Pseudomonas sp.
NC_042070,Pseudomonas sp.
NC_042071,Pseudomonas aeruginosa
NC_042072,Pseudomonas aeruginosa
NC_042073,Pseudomonas aeruginosa
NC_042074,Vibrio cholerae
NC_042075,Shigella flexneri
NC_042076,Shigella boydii
NC_042077,Shigella flexneri
NC_042078,Shigella flexneri
NC_042081,Pseudomonas aeruginosa
NC_042082,Stenotrophomonas maltophilia
NC_042083,Gluconobacter cerinus
NC_042084,Escherichia coli
NC_042085,Corynebacterium vitaeruminis
NC_042086,Corynebacterium vitaeruminis
NC_042087,Corynebacterium vitaeruminis
NC_042088,Gordonia terrae
NC_042089,Gordonia terrae
NC_042090,Proteus mirabilis
NC_042091,Pseudomonas syringae
NC_042092,Pseudomonas syringae
NC_042093,Klebsiella pneumoniae
NC_042094,Vibrio harveyi
NC_042095,Vibrio harveyi
NC_042096,Salmonella enterica
NC_042097,Salmonella enterica
NC_042098,Erwinia amylovora
NC_042099,Microbacterium foliorum
NC_042100,Vibrio alginolyticus
NC_042101,Enterococcus faecalis
NC_042102,Gordonia terrae
NC_042105,Streptomyces viridochromogenes
NC_042106,Streptomyces lividans
NC_042107,Pseudomonas tolaasii
NC_042108,Gordonia terrae
NC_042109,Microbacterium foliorum
NC_042110,Microbacterium foliorum
NC_042111,Microbacterium foliorum
NC_042112,Campylobacter jejuni
NC_042113,Pseudomonas aeruginosa
NC_042114,Streptococcus pneumoniae
NC_042115,Pseudomonas aeruginosa
NC_042117,Microbacterium foliorum
NC_042118,Microbacterium foliorum
NC_042119,Microbacterium foliorum
NC_042120,Pantoea agglomerans
NC_042122,Enterobacter cloacae
NC_042123,Gordonia terrae
NC_042124,Acinetobacter baumannii
NC_042125,Enterococcus faecalis
NC_042126,Enterococcus faecalis
NC_042127,Enterococcus faecalis
NC_042128,Escherichia coli
NC_042129,Escherichia coli
NC_042130,Escherichia coli
NC_042131,Pectobacterium atrosepticum
NC_042132,Gordonia terrae
NC_042133,Bacillus subtilis
NC_042134,Enterococcus faecalis
NC_042136,Vibrio harveyi
NC_042137,Acinetobacter baumannii
NC_038017,Sulfolobus sp.
NC_036595,Aeropyrum pernix
NC_035464,Metallosphaera sp.
NC_034619,Sulfolobus islandicus
NC_034248,Rhizobium etli
NC_029548,Pyrobaculum arsenaticum
NC_031021,Salmonella enterica
NC_031045,Salmonella enterica
NC_031900,Synechococcus sp.
NC_031901,Streptococcus pneumoniae
NC_031902,Salmonella enterica
NC_031903,Synechococcus sp.
NC_031904,Flavobacterium psychrophilum
NC_031905,Flavobacterium psychrophilum
NC_031906,Synechococcus sp.
NC_031907,Streptococcus pneumoniae
NC_031908,Pseudoalteromonas marina
NC_031909,Campylobacter jejuni
NC_031910,Streptococcus pneumoniae
NC_031911,Flavobacterium psychrophilum
NC_031912,Flavobacterium psychrophilum
NC_031913,Streptococcus pneumoniae
NC_031914,Flavobacterium psychrophilum
NC_031915,Streptococcus pneumoniae
NC_031917,Pseudoalteromonas atlantica
NC_031918,Salmonella enterica
NC_031919,Flavobacterium psychrophilum
NC_031920,Streptococcus pneumoniae
NC_031921,Flavobacterium psychrophilum
NC_031922,Synechococcus sp.
NC_031923,Streptococcus pneumoniae
NC_031924,Klebsiella pneumoniae
NC_031925,Salmonella enterica
NC_031926,Flavobacterium psychrophilum
NC_031927,Synechococcus sp.
NC_031928,Escherichia coli
NC_031929,Streptococcus pneumoniae
NC_031930,Salmonella enterica
NC_031931,Flavobacterium psychrophilum
NC_031932,Flavobacterium psychrophilum
NC_031933,Salmonella enterica
NC_031934,Escherichia coli
NC_031935,Synechococcus sp.
NC_031936,Gordonia alkanivorans
NC_031937,Escherichia coli
NC_031938,Flavobacterium psychrophilum
NC_031939,Salmonella enterica
NC_031940,Salmonella enterica
NC_031941,Streptococcus pneumoniae
NC_031942,Streptococcus pneumoniae
NC_031943,Escherichia coli
NC_031944,Synechococcus sp.
NC_031945,Flavobacterium psychrophilum
NC_031946,Salmonella enterica
NC_031226,Gordonia terrae
NC_031228,Salmonella enterica
NC_031229,Gordonia terrae
NC_031230,Gordonia terrae
NC_031233,Gordonia terrae
NC_031234,Gordonia terrae
NC_031235,Synechococcus sp.
NC_031237,Gordonia terrae
NC_031238,Mycolicibacterium smegmatis
NC_031239,Gordonia terrae
NC_031241,Staphylococcus epidermidis
NC_031242,Synechococcus sp.
NC_031243,Mycolicibacterium smegmatis
NC_031245,Bacillus subtilis
NC_031246,Klebsiella pneumoniae
NC_031247,Gordonia terrae
NC_031249,Gordonia terrae
NC_031250,Salmonella enterica
NC_031251,Gordonia terrae
NC_031252,[Arthrobacter] sp. ATCC 21022
NC_031253,Mycolicibacterium smegmatis
NC_031256,Mycolicibacterium smegmatis
NC_031257,Mycolicibacterium smegmatis
NC_031258,Salmonella enterica
NC_031260,Enterococcus faecium
NC_031261,Mycolicibacterium smegmatis
NC_031262,Mycolicibacterium smegmatis
NC_031263,Mycolicibacterium smegmatis
NC_031264,Brucella inopinata
NC_031265,Gordonia terrae
NC_031266,Mycolicibacterium smegmatis
NC_031267,Gordonia terrae
NC_031269,Gordonia terrae
NC_031271,Salmonella enterica
NC_031274,Pseudomonas aeruginosa
NC_031277,Mycolicibacterium smegmatis
NC_031279,Mycolicibacterium smegmatis
NC_031280,Acinetobacter baumannii
NC_031281,Mycolicibacterium smegmatis
NC_030953,Shigella sonnei
NC_031001,Gordonia terrae
NC_031002,Lactococcus lactis
NC_031003,Cutibacterium acnes
NC_031004,Gordonia terrae
NC_031006,Bacillus thuringiensis
NC_031007,Erwinia amylovora
NC_031008,Staphylococcus aureus
NC_031009,Lactococcus lactis
NC_031010,Erwinia amylovora
NC_031011,Shigella sonnei
NC_031012,Bacillus thuringiensis
NC_031013,Lactococcus lactis
NC_031014,Pseudomonas syringae
NC_031016,Lactococcus garvieae
NC_031017,Lactococcus lactis
NC_031018,Citrobacter freundii
NC_031019,Salmonella enterica
NC_031020,Morganella sp. (in: enterobacteria)
NC_031022,Shigella sonnei
NC_031023,Streptococcus thermophilus
NC_031024,Bacillus thuringiensis
NC_031025,Klebsiella pneumoniae
NC_031026,Salmonella enterica
NC_031027,Bacillus thuringiensis
NC_031028,Gordonia terrae
NC_031029,Gordonia terrae
NC_031031,Gordonia terrae
NC_031034,Bacillus thuringiensis
NC_031035,Mycolicibacterium smegmatis
NC_031036,Lacticaseibacillus casei
NC_031037,Bacillus thuringiensis
NC_031039,Bacillus subtilis
NC_031040,Lactococcus lactis
NC_031041,Mycolicibacterium smegmatis
NC_031042,Salmonella enterica
NC_031043,Erwinia amylovora
NC_031044,Lactococcus lactis
NC_031046,Staphylococcus aureus
NC_031047,Escherichia coli
NC_031048,Enterobacter sp. CT7
NC_031049,Bacillus thuringiensis
NC_031050,Escherichia coli
NC_031051,Enterococcus faecalis
NC_031052,Gordonia terrae
NC_031053,Klebsiella pneumoniae
NC_031054,Bacillus thuringiensis
NC_031055,Bacillus cereus
NC_031056,Bacillus cereus
NC_031059,Rhodovulum sp. P5
NC_031060,Gordonia terrae
NC_031061,Gordonia terrae
NC_031063,Pseudomonas aeruginosa
NC_031064,Lactococcus lactis
NC_031065,Salmonella enterica
NC_031066,Citrobacter freundii
NC_031067,Mycolicibacterium smegmatis
NC_031069,Streptococcus thermophilus
NC_031070,Bacillus thuringiensis
NC_031071,Lactococcus lactis
NC_031072,Gordonia terrae
NC_031073,Pseudomonas aeruginosa
NC_031074,Gordonia terrae
NC_031075,Lactococcus lactis
NC_031076,Propionibacterium freudenreichii
NC_031077,Enterobacter sp. CT7
NC_031078,Streptomyces griseus
NC_031080,Mycolicibacterium smegmatis
NC_031081,Escherichia coli
NC_031082,Escherichia coli
NC_031084,Cutibacterium acnes
NC_031085,Shigella sonnei
NC_031086,Acinetobacter baumannii
NC_031087,Klebsiella pneumoniae
NC_031090,Shigella sonnei
NC_031091,Pseudomonas aeruginosa
NC_031092,Citrobacter freundii
NC_031094,Streptococcus thermophilus
NC_031095,Klebsiella oxytoca
NC_031096,Pectobacterium atrosepticum
NC_031097,Gordonia terrae
NC_031098,Acinetobacter baumannii
NC_031099,Gordonia terrae
NC_031100,Bacillus thuringiensis
NC_031101,Weissella sp.
NC_031102,Mycolicibacterium smegmatis
NC_031103,Escherichia coli
NC_031104,Pseudomonas aeruginosa
NC_031108,Propionibacterium freudenreichii
NC_031109,Gordonia terrae
NC_031110,Pseudomonas aeruginosa
NC_031112,Gordonia terrae
NC_031113,Escherichia coli
NC_031114,Escherichia coli
NC_031115,Morganella sp. (in: enterobacteria)
NC_031116,Bacillus thuringiensis
NC_031117,Acinetobacter baumannii
NC_031118,Gordonia terrae
NC_031119,Cutibacterium acnes
NC_031120,Erwinia amylovora
NC_031122,Gordonia terrae
NC_031123,Citrobacter freundii
NC_031124,Mycolicibacterium smegmatis
NC_031125,Lacticaseibacillus casei
NC_031126,Erwinia amylovora
NC_031127,Erwinia amylovora
NC_031128,Salmonella enterica
NC_031129,Salmonella enterica
NC_030901,Gordonia terrae
NC_030902,Gordonia malaquae
NC_030904,Sutcliffiella halmapala
NC_030905,Gordonia terrae
NC_030906,Gordonia malaquae
NC_030907,Gordonia malaquae
NC_030908,Pseudomonas aeruginosa
NC_030910,Pseudomonas aeruginosa
NC_030911,Gordonia terrae
NC_030912,Gordonia neofelifaecis
NC_030913,Gordonia terrae
NC_030914,Gordonia terrae
NC_030915,Gordonia terrae
NC_030916,Tsukamurella paurometabola
NC_030917,Gordonia terrae
NC_030918,Pseudomonas aeruginosa
NC_030919,Salmonella enterica
NC_030920,Priestia megaterium
NC_030923,Pseudomonas putida
NC_030924,Gordonia terrae
NC_030925,Bacillus sp. (in: firmicutes)
NC_030927,Gordonia terrae
NC_030929,Pseudomonas aeruginosa
NC_030930,Gordonia terrae
NC_030931,Pseudomonas aeruginosa
NC_030932,Gordonia sputi
NC_030933,Staphylococcus aureus
NC_030934,Pseudomonas syringae
NC_030935,Gordonia rubripertincta
NC_030936,Gordonia terrae
NC_030939,Gordonia malaquae
NC_030940,Pseudomonas aeruginosa
NC_030941,Gordonia terrae
NC_030942,Gordonia terrae
NC_030943,Gordonia terrae
NC_030944,Gordonia terrae
NC_030945,Alkalihalobacillus alcalophilus
NC_030946,Streptococcus pneumoniae
NC_030947,Clostridium tetani
NC_030949,Clostridium tetani
NC_030950,Clostridium tetani
NC_030951,Clostridium tetani
NC_030884,Sulfolobus islandicus
NC_030848,Haloarcula californiae
NC_030694,Gordonia terrae
NC_030695,Gordonia terrae
NC_030696,Gordonia terrae
NC_030698,Gordonia terrae
NC_029057,Vibrio parahaemolyticus
NC_029058,Limosilactobacillus fermentum
NC_029059,Mycolicibacterium smegmatis
NC_029060,Gordonia sp. (in: high G+C Gram-positive bacteria)
NC_029061,Rhodoferax lacus
NC_029066,Pseudomonas sp. 1-1-1b
NC_029067,Vibrio sp. 12A10
NC_029068,Limosilactobacillus fermentum
NC_029071,Salmonella enterica
NC_029074,Gordonia sp. (in: high G+C Gram-positive bacteria)
NC_029075,Achromobacter xylosoxidans
NC_029077,Mycolicibacterium smegmatis
NC_029078,Erysipelothrix rhusiopathiae
NC_029079,Mycolicibacterium smegmatis
NC_029081,Pectobacterium atrosepticum
NC_029083,Pseudomonas aeruginosa
NC_029084,Paenibacillus larvae
NC_029091,Escherichia coli
NC_029092,Caulobacter sp.
NC_029093,Mycolicibacterium smegmatis
NC_029094,Pseudoalteromonas marina
NC_029097,Rhodobacter capsulatus
NC_029098,Streptomyces lividans
NC_029099,Klebsiella pneumoniae
NC_029100,Pseudoalteromonas sp. Bq0
NC_029101,Pseudomonas aeruginosa
NC_029102,Enterobacter cloacae
NC_029104,Brevibacillus laterosporus
NC_029106,Achromobacter xylosoxidans
NC_029107,Ralstonia solanacearum
NC_029116,Clostridioides difficile
NC_029118,Lactococcus garvieae
NC_029119,Staphylococcus epidermidis
NC_029120,Shigella sonnei
NC_029121,Bacillus pumilus
NC_029046,Sinorhizobium sp. LM21
NC_029048,Clostridioides difficile
NC_029045,Salmonella enterica
NC_029042,Salmonella enterica
NC_029044,Mycolicibacterium smegmatis
NC_024206,Lactobacillus gasseri
NC_028745,Pseudomonas aeruginosa
NC_028746,Paenibacillus larvae
NC_028747,Mycolicibacterium smegmatis
NC_028749,Brevibacillus laterosporus
NC_028750,Klebsiella pneumoniae
NC_028751,Mycolicibacterium smegmatis
NC_028754,Salmonella enterica
NC_028755,Citrobacter sp.
NC_028758,Paenibacillus larvae
NC_028759,Mycolicibacterium smegmatis
NC_028760,Klebsiella pneumoniae
NC_028762,Proteus mirabilis
NC_028764,Clostridioides difficile
NC_028765,Staphylococcus sp.
NC_028766,Mannheimia haemolytica
NC_028767,Paenibacillus larvae
NC_028768,Achromobacter xylosoxidans
NC_028770,Pseudomonas aeruginosa
NC_028772,Klebsiella aerogenes
NC_028773,Cronobacter sakazakii
NC_028774,Klebsiella pneumoniae
NC_028775,Staphylococcus aureus
NC_028776,Escherichia coli
NC_028777,Priestia megaterium
NC_028778,Mycolicibacterium smegmatis
NC_028779,Mycolicibacterium smegmatis
NC_028782,Priestia megaterium
NC_028783,Lacticaseibacillus paracasei
NC_028784,Mycolicibacterium smegmatis
NC_028785,Mycolicibacterium smegmatis
NC_028786,Klebsiella pneumoniae
NC_028788,Paenibacillus larvae
NC_028789,Bacillus cereus
NC_028791,Mycolicibacterium smegmatis
NC_028792,Mycolicibacterium smegmatis
NC_028794,Mycolicibacterium smegmatis
NC_028795,Enterobacter cloacae
NC_028796,Mycolicibacterium smegmatis
NC_028798,Mycolicibacterium smegmatis
NC_028799,Vibrio cholerae
NC_028800,Klebsiella pneumoniae
NC_028801,Mycolicibacterium smegmatis
NC_028803,Mycolicibacterium smegmatis
NC_028804,Mycolicibacterium smegmatis
NC_028805,Brevibacillus laterosporus
NC_028807,Streptomyces flavovirens
NC_028808,Escherichia coli
NC_028809,Pseudomonas aeruginosa
NC_028810,Mycolicibacterium smegmatis
NC_028812,Proteus mirabilis
NC_028813,Mycolicibacterium smegmatis
NC_028815,Mycolicibacterium smegmatis
NC_028816,Klebsiella pneumoniae
NC_028817,Pseudomonas aeruginosa
NC_028818,Streptomyces griseus
NC_028819,Pseudoalteromonas marina
NC_028820,Yersinia enterocolitica
NC_028821,Staphylococcus epidermidis
NC_028822,Escherichia coli
NC_028823,Mycolicibacterium smegmatis
NC_028825,Escherichia coli
NC_028826,Enterococcus faecium
NC_028827,Streptomyces venezuelae
NC_028828,Mycolicibacterium smegmatis
NC_028829,Vibrio alginolyticus
NC_028830,Lacticaseibacillus paracasei
NC_028831,Escherichia coli
NC_028832,Mycolicibacterium smegmatis
NC_028834,Achromobacter xylosoxidans
NC_028835,Lacticaseibacillus paracasei
NC_028836,Pseudomonas aeruginosa
NC_028837,Paenibacillus larvae
NC_028838,Clostridioides difficile
NC_028841,Paenibacillus larvae
NC_028842,Mycolicibacterium smegmatis
NC_028843,Mycolicibacterium smegmatis
NC_028844,Mycolicibacterium smegmatis
NC_028846,Mycolicibacterium smegmatis
NC_028848,Acinetobacter baumannii
NC_028849,Mycolicibacterium smegmatis
NC_028850,Yersinia enterocolitica
NC_028851,Paenibacillus larvae
NC_028852,Mycolicibacterium smegmatis
NC_028853,Mannheimia haemolytica
NC_028854,Paenibacillus larvae
NC_028855,Acinetobacter sp.
NC_028856,Priestia megaterium
NC_028857,Citrobacter freundii
NC_028859,Staphylococcus aureus
NC_028860,Mycolicibacterium smegmatis
NC_028861,Mycolicibacterium smegmatis
NC_028862,Staphylococcus aureus
NC_028863,Escherichia coli
NC_028865,Tsukamurella inchonensis
NC_028869,Mycolicibacterium smegmatis
NC_028870,Klebsiella pneumoniae
NC_028871,Listeria monocytogenes
NC_028872,Escherichia coli
NC_028874,Mycolicibacterium smegmatis
NC_028877,Mycolicibacterium smegmatis
NC_028878,Mycolicibacterium smegmatis
NC_028879,Pseudomonas aeruginosa
NC_028880,Citrobacter freundii
NC_028881,Escherichia coli
NC_028882,Pseudomonas aeruginosa
NC_028883,Clostridioides difficile
NC_028885,Pseudomonas aeruginosa
NC_028886,Bacillus thuringiensis
NC_028887,Bacillus thuringiensis
NC_028888,Lacticaseibacillus paracasei
NC_028889,Mycolicibacterium smegmatis
NC_028890,Bacillus thuringiensis
NC_028892,Streptomyces griseus
NC_028894,Escherichia coli
NC_028895,Vibrio cholerae
NC_028896,Escherichia coli
NC_028897,Mycolicibacterium smegmatis
NC_028898,Mannheimia haemolytica
NC_028899,Ralstonia solanacearum
NC_028900,Lactococcus lactis
NC_028901,Escherichia coli
NC_028903,Escherichia coli
NC_028904,Streptomyces venezuelae
NC_028905,Clostridioides difficile
NC_028906,Mycolicibacterium smegmatis
NC_028907,Mycolicibacterium smegmatis
NC_028908,Achromobacter xylosoxidans
NC_028910,Mycolicibacterium smegmatis
NC_028911,Lacticaseibacillus paracasei
NC_028912,Mycolicibacterium smegmatis
NC_028914,Mycolicibacterium smegmatis
NC_028915,Staphylococcus aureus
NC_028916,Proteus mirabilis
NC_028917,Staphylococcus aureus
NC_028919,Pseudomonas aeruginosa
NC_028920,Mycolicibacterium smegmatis
NC_028922,Mycolicibacterium smegmatis
NC_028925,Escherichia coli
NC_028926,Priestia megaterium
NC_028927,Escherichia coli
NC_028928,Mycolicibacterium smegmatis
NC_028929,Listeria monocytogenes
NC_028930,Paenibacillus larvae
NC_028931,Pseudomonas aeruginosa
NC_028932,Mycolicibacterium smegmatis
NC_028933,Pseudomonas aeruginosa
NC_028934,Mycolicibacterium smegmatis
NC_028935,Escherichia coli
NC_028936,Mycolicibacterium smegmatis
NC_028937,Mycolicibacterium smegmatis
NC_028939,Pseudomonas aeruginosa
NC_028941,Mycolicibacterium smegmatis
NC_028942,Mycolicibacterium smegmatis
NC_028943,Escherichia coli
NC_028944,Bacillus thuringiensis
NC_028945,Sinorhizobium meliloti
NC_028946,Mycolicibacterium smegmatis
NC_028947,Mycolicibacterium smegmatis
NC_028951,Clostridioides difficile
NC_028952,Streptomyces flavovirens
NC_028953,Mycolicibacterium smegmatis
NC_028954,Rhodobacter capsulatus
NC_028956,Mannheimia haemolytica
NC_028957,Escherichia coli
NC_028958,Clostridioides difficile
NC_028959,Clostridioides difficile
NC_028961,Mycolicibacterium smegmatis
NC_028962,Staphylococcus sp.
NC_028965,Mycolicibacterium smegmatis
NC_028966,Tsukamurella inchonensis
NC_028967,Cutibacterium acnes
NC_028968,Mycolicibacterium smegmatis
NC_028969,Brevibacillus laterosporus
NC_028971,Pseudomonas aeruginosa
NC_028972,Gordonia sp. (in: high G+C Gram-positive bacteria)
NC_028974,Streptomyces griseus
NC_028976,Streptomyces griseus
NC_028977,Klebsiella pneumoniae
NC_028978,Mycolicibacterium smegmatis
NC_028979,Mycolicibacterium smegmatis
NC_028980,Pseudomonas aeruginosa
NC_028982,Bacillus cereus
NC_028983,Bacillus cereus
NC_028984,Streptococcus mutans
NC_028986,Mycolicibacterium smegmatis
NC_028987,Acinetobacter baumannii
NC_028988,Ralstonia solanacearum
NC_028990,Enterococcus faecalis
NC_028991,Clostridium tetani
NC_028995,Acinetobacter soli
NC_028997,Escherichia coli
NC_028998,Phormidium sp. MIS-PhA
NC_028999,Pseudomonas aeruginosa
NC_029000,Stenotrophomonas maltophilia
NC_029002,Microcystis aeruginosa
NC_029004,Clostridium tetani
NC_029006,Clostridium tetani
NC_029007,Ralstonia solanacearum
NC_029008,Bacillus thuringiensis
NC_029009,Enterococcus faecalis
NC_029010,Staphylococcus aureus
NC_029012,Parabacteroides distasonis
NC_029013,Citrobacter freundii
NC_029014,Parabacteroides merdae
NC_029016,Enterococcus faecalis
NC_029017,Pseudomonas aeruginosa
NC_029019,Stenotrophomonas maltophilia
NC_029021,Escherichia coli
