Accession,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
NC_008617,Staphylococcus phage phiNM3,Biseptimavirus NM3,Biseptimavirus,,,,44061,complete,,Staphylococcus,,"Bae,T., Baba,T., Hiramatsu,K., Schneewind,O.",,2006-12-05,dsDNA
NC_008605,Potato apical leaf curl disease-associated satellite DNA beta,Potato apical leaf curl disease-associated satellite DNA beta,Betasatellite,Tolecusatellitidae,,Meerut,1367,complete,India,Solanum tuberosum,,"Sumiya,K.V., Malathi,V.G.",2005,2006-12-04,ssDNA
NC_008603,Paramecium bursaria Chlorella virus FR483,Chlorovirus conductrix,Chlorovirus,Phycodnaviridae,,,321240,complete,France,Chlorella,,"Fitzgerald,L.A., Graves,M.V., Li,X., Feldblyum,T., Hartigan,J., Van Etten,J.L.",,2006-11-30,dsDNA
NC_008604,Culex flavivirus,Culex flavivirus,Orthoflavivirus,Flaviviridae,,,10837,complete,"Japan:Tokyo, Shinjuku",Culex pipiens,,"Hoshino,K., Isawa,H., Tsuda,Y., Yano,K., Sasaki,T., Yuda,M., Takasaki,T., Kobayashi,M., Sawabe,K.",2003,2006-11-30,ssRNA(+)
NC_008575,Ralstonia phage RSS1,Restivirus RSS1,Restivirus,Inoviridae,,,6662,complete,,Ralstonia solanacearum,,"Kawasaki,T., Nagata,S., Fujiwara,A., Satsuma,H., Fujie,M., Usami,S., Yamada,T.",,2006-11-28,ssDNA(+)
NC_008580,Rabbit vesivirus,Rabbit vesivirus,Vesivirus,Caliciviridae,,,8380,complete,USA:Oregon,Oryctolagus cuniculus,,"Martin-Alonso,J.M., Skilling,D.E., Gonzalez-Molleda,L., del Barrio,G., Machin,A., Keefer,N.K., Matson,D.O., Iversen,P.L., Smith,A.W., Parra,F.",,2006-11-28,ssRNA(+)
NC_008583,Staphylococcus phage phinm1,Dubowvirus NM1,Dubowvirus,,,,43128,complete,,Staphylococcus,,"Bae,T., Baba,T., Hiramatsu,K., Schneewind,O.",,2006-11-28,dsDNA
NC_008584,Thermus phage phiYS40,Thermus phage phiYS40,,,,,152372,complete,,Thermus,,"Naryshkina,T., Liu,J., Florens,L., Swanson,S.K., Pavlov,A.R., Pavlova,N.V., Inman,R., Minakhin,L., Kozyavkin,S.A., Washburn,M., Mushegian,A., Severinov,K., Pavlova,A.R.",,2006-11-21,dsDNA
NC_008585,Raspberry leaf mottle virus,Closterovirus macularubi,Closterovirus,Closteroviridae,,HCRL Glen Clova,17481,complete,USA,,,"Tzanetakis,I.E., Halgren,A., Mosier,N., Martin,R.R.",,2006-11-21,ssRNA(+)
NC_008586,Ectropis obliqua nucleopolyhedrovirus,Alphabaculovirus ecobliquae,Alphabaculovirus,Baculoviridae,,,131204,complete,,,,"Ma,X.C., Shang,J.Y., Yang,Z.N., Bao,Y.Y., Xiao,Q., Zhang,C.X., Xu,H.J., Tang,M.J., Hong,J., Zhang,C.-X., Yang,Z.-N., Ma,X.-C., Xu,H.-J., Hu,C., Wu,X.",,2006-11-21,dsDNA
NC_008582,Micromys minutus papillomavirus 1,Pipapillomavirus 2,Pipapillomavirus,Papillomaviridae,,,7393,complete,USA: Chicago Illinois,Micromys minutus,lesion,"Van Doorslaer,K., Rector,A., Jenson,A.B., Sundberg,J.P., Van Ranst,M., Ghim,S.J., Ghim,S.-J.",,2006-11-17,dsDNA
NC_008579,Croton yellow vein mosaic betasatellite,Betasatellite codiaeumflavi,Betasatellite,Tolecusatellitidae,,,1346,complete,Pakistan:Punjab,Croton,plant leaf,"Hussain,K., Hussain,M., Mansoor,S., Briddon,R.W.",2005,2006-11-14,ssDNA
NC_008574,Ralstonia phage RSM1,Habenivirus RSM1,Habenivirus,Inoviridae,,,9004,complete,,Ralstonia,,"Kawasaki,T., Nagata,S., Fujiwara,A., Satsuma,H., Fujie,M., Usami,S., Yamada,T.",,2006-11-10,ssDNA(+)
NC_008559,Malvastrum yellow mosaic virus,Begomovirus malvastrummusivi,Begomovirus,Geminiviridae,,Hn36,2728,complete,,,,"Guo,X., Shi,M., Zhou,X.",,2006-11-03,ssDNA(+/-)
NC_008560,Malvastrum yellow mosaic virus satellite DNA beta,Malvastrum yellow mosaic virus satellite DNA beta,Betasatellite,Tolecusatellitidae,,Hn37,1357,complete,,,,"Guo,X., Shi,M., Zhou,X.",,2006-11-03,ssDNA
NC_008562,Microcystis phage LMM01,Fukuivirus LMM01,Fukuivirus,,,,162109,complete,,Microcystis,,"Yoshida,T., Nagasaki,K., Takashima,Y., Shirai,Y., Tomaru,Y., Takao,Y., Sakamoto,S., Hiroishi,S., Ogata,H.",,2006-11-03,dsDNA
NC_008558,Blackberry virus Y,Brambyvirus rubi,Brambyvirus,Potyviridae,,3,10851,complete,"USA: Chickasaw, Arkansas",Rubus,,"Susaimuthu,J., Tzanetakis,I.E., Gergerich,R.C., Martin,R.R.",,2006-11-02,ssRNA(+)
NC_008552,Narcissus symptomless virus,Carlavirus latensnerinis,Carlavirus,Betaflexiviridae,,Hangzhou-2005,8281,complete,"China:Zhejiang, Hangzhou",Narcissus pseudonarcissus,,"Chen,J., Shi,Y.H., Lu,Y.W., Adams,M.J., Chen,J.P.",,2006-10-27,ssRNA(+)
NC_008514,Siniperca chuatsi rhabdovirus,Siniperhavirus chuatsi,Siniperhavirus,Rhabdoviridae,,,11545,complete,China,Siniperca chuatsi,,"Tao,J.J., Gui,J.F., Zhang,Q.Y.",,2006-10-24,ssRNA(-)
NC_008516,White bream virus,Bafinivirus bliccae,Bafinivirus,Tobaniviridae,,,26660,complete,Germany,,,"Schutze,H., Ulferts,R., Schelle,B., Bayer,S., Granzow,H., Hoffmann,B., Mettenleiter,T.C., Ziebuhr,J., Schuetze,H.",,2006-10-24,ssRNA(+)
NC_008517,Tomato leaf curl Pune virus,Begomovirus solanumpunense,Begomovirus,Geminiviridae,,,2756,complete,India: Pune,,,"Chowda Reddy,R.V., Colvin,J., Muniyappa,V.",,2006-10-24,ssDNA(+/-)
NC_008519,Mastomys coucha papillomavirus 2,Pipapillomavirus 2,Pipapillomavirus,Papillomaviridae,,Mastomys coucha,7522,complete,Germany,,,"Nafz,J., Ibberson,M., Bravo,I., Nindl,I., Stockfleth,E., Roesl,F.",,2006-10-24,dsDNA
NC_008521,Gull circovirus,Circovirus gull,Circovirus,Circoviridae,,,2035,complete,,Laridae,,"Todd,D., Scott,A.N., Fringuelli,E., Shivraprasad,H.L., Gavier-Widen,D., Smyth,J.A., Scott,A.N.J.",,2006-10-24,ssDNA(+/-)
NC_008522,Finch circovirus,Circovirus finch,Circovirus,Circoviridae,,,1962,complete,,Fringillidae,,"Todd,D., Scott,A.N., Fringuelli,E., Shivraprasad,H.L., Gavier-Widen,D., Smyth,J.A., Scott,A.N.J.",,2006-10-24,ssDNA(+/-)
NC_008515,Escherichia phage RB32,Tequatrovirus RB32,Tequatrovirus,Straboviridae,,,165890,complete,,Escherichia,,"Nolan,J.M., Rowe,R.D., Timpte,C.S., Schluchter,W.M.",,2006-10-21,dsDNA
NC_008518,Trichoplusia ni ascovirus 2c,Trichoplusia ni ascovirus 2c,Ascovirus,Ascoviridae,,,174059,complete,,,,"Wang,L., Xue,J., Seaborn,C.P., Arif,B.M., Cheng,X.W., Cheng,X.-W., Carner,G.R.",,2006-10-21,dsDNA
NC_008523,Tomato leaf curl Karnataka betasatellite,Betasatellite solanikarnatakaense,Betasatellite,Tolecusatellitidae,,,1358,complete,India: Janti,,,"Chowda Reddy,R.V., Colvin,J., Muniyappa,V., Seal,S.",,2006-10-21,ssDNA
NC_008524,Tomato leaf curl virus-Pune-associated DNA beta,Tomato leaf curl virus-Pune-associated DNA beta,Betasatellite,Tolecusatellitidae,,,1380,complete,India: Pune,,,"Chowda Reddy,R.V., Colvin,J., Muniyappa,V., Seal,S.",,2006-10-21,ssDNA
NC_008492,Corchorus yellow spot virus,Begomovirus corchoflavi,Begomovirus,Geminiviridae,,,2606,complete,Mexico: Yucatan,Corchorus siliquosus,,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-10-20,ssDNA(+/-)
NC_008493,Corchorus yellow spot virus,Begomovirus corchoflavi,Begomovirus,Geminiviridae,,,2589,complete,Mexico: Yucatan,Corchorus siliquosus,,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-10-20,ssDNA(+/-)
NC_008494,Desmodium leaf distortion virus,Begomovirus desmodistortionis,Begomovirus,Geminiviridae,,,2569,complete,Mexico: Yucatan,Desmodium glabrum,,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-10-20,ssDNA(+/-)
NC_008495,Desmodium leaf distortion virus,Begomovirus desmodistortionis,Begomovirus,Geminiviridae,,,2514,complete,Mexico: Yucatan,Desmodium glabrum,,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-10-20,ssDNA(+/-)
NC_008464,Stx2-converting phage 86,Traversvirus tv86,Traversvirus,,,,60238,complete,Japan,Escherichia coli,,"Yamamoto,T.",,2006-10-16,dsDNA
NC_008393,Pepper severe mosaic virus,Potyvirus capsiseverum,Potyvirus,Potyviridae,,,9890,complete,,,,"Ahn,H.I., Yoon,J.Y., Hong,J.S., Yoon,H.I., Kim,M.J., Ha,J.H., Rhie,M.J., Choi,J.K., Park,W.M., Ryu,K.H.",,2006-09-28,ssRNA(+)
NC_008365,Streptocarpus flower break virus,Tobamovirus streptocarpi,Tobamovirus,Virgaviridae,,,6279,complete,,,,"Heinze,C., Lesemann,D.E., Ilmberger,N., Willingmann,P., Adam,G.",,2006-09-27,ssRNA(+)
NC_008373,Tomato leaf curl Guangdong virus,Begomovirus solanumguangdongense,Begomovirus,Geminiviridae,,G2,2744,complete,"China: Guangdong, Guangzhou",Solanum lycopersicum,,"He,Z.F., Yu,H.",,2006-09-27,ssDNA(+/-)
NC_008374,Tomato yellow leaf curl Guangdong virus,Begomovirus solanumflavusguangdongense,Begomovirus,Geminiviridae,,G3,2744,complete,"China: Guangdong, Guangzhou",Solanum lycopersicum,,"He,Z.F., Yu,H.",,2006-09-27,ssDNA(+/-)
NC_008377,Okra yellow crinkle virus,Begomovirus abelsmoschusretorridi,Begomovirus,Geminiviridae,,,2792,complete,Mali,,,"Shih,S.L., Green,S.K., Tsai,W.S., Lee,L.M., Levasseur,V.",,2006-09-27,ssDNA(+/-)
NC_008375,Raven circovirus,Circovirus raven,Circovirus,Circoviridae,,4-1131,1898,complete,Australia,Corvus coronoides,,"Stewart,M.E., Perry,R., Raidal,S.R.",,2006-09-26,ssDNA(+/-)
NC_008376,Geobacillus phage GBSV1,Svunavirus GBSV1,Svunavirus,,,,34683,complete,China,Geobacillus sp. 6k51,,"Liu,B., Zhou,F., Wu,S., Xu,Y., Zhang,X.",,2006-09-26,dsDNA
NC_008370,Lactococcus phage 712,Skunavirus sv712,Skunavirus,,,,30510,complete,,Lactococcus lactis,,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.",,2006-09-25,dsDNA
NC_008371,Lactococcus virus jj50,Lactococcus virus jj50,Skunavirus,,,,27453,complete,,Lactococcus lactis,,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D., McGrath,S.",,2006-09-25,dsDNA
NC_008361,Spodoptera frugiperda ascovirus 1a,Ascovirus sfav1a,Ascovirus,Ascoviridae,,,156922,complete,,Spodoptera frugiperda,,"Bigot,Y., Renault,S., Nicolas,J., Moundras,C., Demattei,M.V., Samain,S., Bideshi,D.K., Federici,B.A., Rouleux-Bonnin,F., Stasiak,K., Tan,Y., Bigot,S.",,2006-09-22,dsDNA
NC_008363,Lactococcus phage P008,Skunavirus P008,Skunavirus,,,,28538,complete,,Lactococcus lactis subsp. lactis Il1403,,"Mahony,J., Deveau,H., Mc Grath,S., Ventura,M., Canchaya,C., Moineau,S., Fitzgerald,G.F., van Sinderen,D.",,2006-09-22,dsDNA
NC_008364,Lactococcus phage Q54,Questintvirus Q54,Questintvirus,,,,26537,complete,,Lactococcus lactis,,"Fortier,L.C., Bransi,A., Moineau,S., Fortier,L.-C.",2005,2006-09-22,dsDNA
NC_008366,Strawberry chlorotic fleck-associated virus,Closterovirus fragariae,Closterovirus,Closteroviridae,,,17039,complete,USA,Fragaria vesca,,"Tzanetakis,I.E., Martin,R.R.",,2006-09-22,ssRNA(+)
NC_008367,Phormidium phage Pf-WMP4,Wumpquatrovirus WMP4,Wumpquatrovirus,Saffermanviridae,,,40938,complete,,Phormidium,,"Xinyao,L., Miao,S., Shuanglei,K., Yin,G., Chengcai,A., Liu,X., An,C., Gao,Y.",,2006-09-22,dsDNA
NC_008348,Leucania separata nucleopolyhedrovirus,Alphabaculovirus leseparatae,Alphabaculovirus,Baculoviridae,,,168041,complete,,,,"Xiao,H., Qi,Y., Du,E.Q., Yan,F., Jin,W.X., Lu,N., Xiao,H.Z., Lu,S.Y., Qi,Y.P.",,2006-09-16,dsDNA
NC_008329,Tomato leaf curl Guangxi virus,Begomovirus solanumguangxiense,Begomovirus,Geminiviridae,,GX-1,2752,complete,China:Guangxi,Solanum lycopersicum,,"Xu,Y.P., Cai,X.Z., Zhou,X.P.",,2006-09-06,ssDNA(+/-)
NC_008316,Malvastrum leaf curl Guangdong virus,Malvastrum leaf curl Guangdong virus,Begomovirus,Geminiviridae,,GD6,2767,complete,China:Guangdong province,Malvastrum coromandelianum,,"Wu,J.B., Mugiira,R.B., Zhou,X., Zhou,X.P.",,2006-09-05,ssDNA(+/-)
NC_008317,Siegesbeckia yellow vein Guangxi virus,Begomovirus siegesbeckiaguangxiense,Begomovirus,Geminiviridae,,G111,2784,complete,China:Guangxi Province,Sigesbeckia glabrescens,,"Wu,J.B., Cai,J.H., Zhou,X.P.",2005-12-01,2006-09-05,ssDNA(+/-)
NC_008310,Hibiscus latent Singapore virus,Tobamovirus singaporense,Tobamovirus,Virgaviridae,,Singapore,6485,complete,,Hibiscus,,"Niu,S., Cao,S., Wong,S.M., Srinivasan,K.G., Min,B.E., Ryu,K.H., Adkins,S., Narendrakumar,R., Wen,Y., Low,L.H.",2001-08-08,2006-08-30,ssRNA(+)
NC_008311,Norovirus GV,Norovirus norwalkense,Norovirus,Caliciviridae,,Mu/NoV/GV/MNV1/2002/USA,7382,complete,USA,,brain,"McFadden,N., Bailey,D., Carrara,G., Benson,A., Chaudhry,Y., Shortland,A., Heeney,J., Yarovinsky,F., Simmonds,P., Macdonald,A., Goodfellow,I., Sosnovtsev,S.V., Belliot,G., Chang,K.O., Prikhodko,V.G., Thackray,L.B., Wobus,C.E., Karst,S.M., Virgin,H.W., Green,K.Y., Krug,A., Mackenzie,J.M., Chang,K.-O., Virgin,H.W. IV",,2006-08-30,ssRNA(+)
NC_008296,Synechococcus phage syn9,Ormenosvirus syn9,Ormenosvirus,Kyanoviridae,,,177300,complete,,Synechococcus sp. WH 8012,,"Weigele,P.R., Pope,W.H., Pedulla,M.L., Houtz,J.M., Smith,A.L., Conway,J.F., King,J., Hatfull,G.F., Lawrence,J.G., Hendrix,R.W., Peebles,C.L., Pope,W., King,J.A.",,2006-08-25,dsDNA
NC_008297,Canis familiaris papillomavirus 3,Chipapillomavirus 1,Chipapillomavirus,Papillomaviridae,,,7801,complete,Switzerland: Zurich,Canis lupus familiaris,"skin, lesion","Tobler,K., Favrot,C., Nespeca,G., Ackermann,M.",,2006-08-25,dsDNA
NC_008298,Rousettus aegyptiacus papillomavirus 1,Psipapillomavirus 1,Psipapillomavirus,Papillomaviridae,,,7970,complete,USA,Rousettus aegyptiacus,lesion_tumor,"Rector,A., Mostmans,S., Van Doorslaer,K., McKnight,C.A., Maes,R.K., Wise,A.G., Kiupel,M., Van Ranst,M., Maes,R., Wise,A.",,2006-08-25,dsDNA
NC_008299,Pedilanthus leaf curl virus,Begomovirus pedilanthi,Begomovirus,Geminiviridae,,Rahim Yar Khan 1,2759,complete,Pakistan: Rahim Yar Khan,Solanum lycopersicum,,"Tsai,W.-S., Green,S.K., Behjatnia,S.A.A., Rezaian,A., Iram,S., Mansoor",,2006-08-25,ssDNA(+/-)
NC_008300,Melon yellow spot virus,Orthotospovirus meloflavi,Orthotospovirus,Tospoviridae,,Tospo-melo,3232,complete,,,,"Kato,K., Hanada,K.",,2006-08-25,ssRNA(+/-)
NC_008301,Capsicum chlorosis virus,Orthotospovirus capsiciflavi,Orthotospovirus,Tospoviridae,,AIT,3477,complete,Thailand,Solanum lycopersicum,,"Knierim,D., Blawid,R., Maiss,E., Rosana,B.",,2006-08-25,ssRNA(+/-)
NC_008302,Capsicum chlorosis virus,Orthotospovirus capsiciflavi,Orthotospovirus,Tospoviridae,,AIT,8912,complete,Thailand,Solanum lycopersicum,,"Knierim,D., Blawid,R., Maiss,E.",,2006-08-25,ssRNA(+/-)
NC_008303,Capsicum chlorosis virus,Orthotospovirus capsiciflavi,Orthotospovirus,Tospoviridae,,AIT,4823,complete,Thailand,Solanum lycopersicum,,"Knierim,D., Blawid,R., Maiss,E.",,2006-08-25,ssRNA(+/-)
NC_008304,Euphorbia mosaic virus - A [Mexico:Yucatan:2004],Begomovirus euphorbiamusivi,Begomovirus,Geminiviridae,,,2613,complete,Mexico: Yucatan,Euphorbia heterophylla,,"Hernandez-Zepeda,C., Idris,A.M., Carnevali,G., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-08-25,ssDNA(+/-)
NC_008305,Euphorbia mosaic virus,Begomovirus euphorbiamusivi,Begomovirus,Geminiviridae,,,2602,complete,Mexico: Yucatan,Euphorbia heterophylla,,"Hernandez-Zepeda,C., Idris,A.M., Brown,J.K., Moreno-Valenzuela,O.A.",,2006-08-25,ssDNA(+/-)
NC_008306,Melon yellow spot virus,Orthotospovirus meloflavi,Orthotospovirus,Tospoviridae,,,8918,complete,,Cucurbitaceae,,"Okuda,M., Kato,K., Hanada,K.",,2006-08-25,ssRNA(+/-)
NC_008307,Melon yellow spot virus,Orthotospovirus meloflavi,Orthotospovirus,Tospoviridae,,,4815,complete,,Cucurbitaceae,,"Okuda,M., Kato,K., Hanada,K., Iwanami,T.",,2006-08-25,ssRNA(+/-)
NC_008291,Taterapox virus,Orthopoxvirus taterapox,Orthopoxvirus,Poxviridae,,,198050,complete,,,,"Esposito,J.J., Sammons,S.A., Frace,A.M., Osborne,J.D., Olsen-Rasmussen,M., Zhang,M., Govil,D., Damon,I.K., Kline,R., Laker,M., Li,Y., Smith,G.L., Meyer,H., Leduc,J.W., Wohlhueter,R.M., Olsen-Rasmussen,M.S.",,2006-08-24,dsDNA
NC_008292,Passiflora latent virus,Carlavirus latenspassiflorae,Carlavirus,Betaflexiviridae,,,8386,complete,Israel,,,"Spiegel,S., Zeidan,M., Sobolev,I., Beckelman,Y., Holdengreber,V., Tam,Y., Bar Joseph,M., Lipsker,Z., Gera,A., Soblov,I.",,2006-08-24,ssRNA(+)
NC_008293,Clanis bilineata nucleopolyhedrovirus,Alphabaculovirus clabilineatae,Alphabaculovirus,Baculoviridae,,DZ1,135454,complete,,,,"Zhu,S.Y., Yi,J.P., Shen,W.D., Wang,L.Q., He,H.G., Wang,Y., Li,B., Wang,W.B., Wang,W., Zhu,S., Yi,J., Wang,L., Wu,H., Yu,F., Zhu,J., Song,Z., Zeng,L.",,2006-08-24,dsDNA
NC_008294,Pseudomonas phage PRR1,Perrunavirus olsenii,Perrunavirus,Fiersviridae,,,3573,complete,,Pseudomonas,,"Ruokoranta,T.M., Grahn,A.M., Ravantti,J.J., Poranen,M.M., Bamford,D.H., Grahn,M.A.",,2006-08-24,ssRNA(+)
NC_008283,Pepper yellow leaf curl Indonesia virus,Begomovirus capsicumindonesiaense,Begomovirus,Geminiviridae,,,2750,complete,Indonesia,,,"Sakata,J.J., Shibuya,Y., Sharma,P., Ikegami,M., Sakata,J.",,2006-08-11,ssDNA(+/-)
NC_008284,Pepper yellow leaf curl Indonesia virus,Begomovirus capsicumindonesiaense,Begomovirus,Geminiviridae,,,2726,complete,Indonesia,,,"Sakata,J.J., Shibuya,Y., Sharma,P., Ikegami,M., Sakata,J.",,2006-08-11,ssDNA(+/-)
NC_008267,Tomato yellow leaf curl Indonesia virus-[Lembang],Begomovirus solanumflavusindonesiaense,Begomovirus,Geminiviridae,,,2762,complete,Indonesia:Lembang,Solanum lycopersicum,,"Tsai,W.S., Shih,S.L., Green,S.K., Akkermans,D., Jan,F.-J.",1998-01,2006-08-02,ssDNA(+/-)
NC_008266,Narcissus common latent virus,Carlavirus latensnarcissi,Carlavirus,Betaflexiviridae,,Zhangzhou,8539,complete,"China:Fujian, Zhangzhou",Narcissus tazetta subsp. chinensis,,"Zheng,H.Y., Chen,J., Adams,M.J., Chen,J.P.",,2006-07-29,ssRNA(+)
NC_008265,Clostridium phage phiSM101,Clostridium phage phiSM101,,,,,38092,complete,,Clostridium perfringens SM101,,"Myers,G.S., Rasko,D.A., Cheung,J.K., Ravel,J., Seshadri,R., Deboy,R.T., Ren,Q., Varga,J., Awad,M.M., Brinkac,L.M., Daugherty,S.C., Haft,D.H., Dodson,R.J., Madupu,R., Nelson,W.C., Rosovitz,M.J., Sullivan,S.A., Khouri,H., Dimitrov,G.I., Watkins,K.L., Mulligan,S., Benton,J., Radune,D., Fisher,D.J., Atkins,H.S., Hiscox,T., Jost,B.H., Billington,S.J., Songer,J.G., McClane,B.A., Titball,R.W., Rood,J.I., Melville,S.B., Paulsen,I.T., Shrivastava,S., Harkins,D.M., Durkin,A.S., Sutton,G., DeBoy,R.T., Rosovitz,M., Khouri,H.M., Dimitrov,G., Benton,J.L., Jost,H., Melville,S., Paulsen,I.",,2006-07-28,dsDNA
NC_008249,Chickpea chlorotic stunt virus,Polerovirus CPCSV,Polerovirus,Solemoviridae,,Et-fb-am1,5900,complete,Ethiopia: Ambo,Vicia faba,,"Abraham,A.D., Menzel,W., Lesemann,D.E., Varrelmann,M., Vetten,H.J.",,2006-07-24,ssRNA(+)
NC_008252,Neodiprion abietis nucleopolyhedrovirus,Gammabaculovirus neabietis,Gammabaculovirus,Baculoviridae,,,84264,complete,Canada: between Stephenville and Corner Brook,Neodiprion abietis,larva,"Duffy,S.P., Young,A.M., Morin,B., Lucarotti,C.J., Koop,B.F., Levin,D.B.",1997,2006-07-24,dsDNA
NC_008250,Duck hepatitis A virus 1,Avihepatovirus ahepati,Avihepatovirus,Picornaviridae,,,7711,complete,,,,"Kim,M.C., Kwon,Y.K., Joh,S.J., Lindberg,A.M., Kwon,J.H., Kim,J.H., Kim,S.J.",,2006-07-21,ssRNA(+)
NC_008251,Malva mosaic virus,Potexvirus malvae,Potexvirus,Alphaflexiviridae,,,6858,complete,,,,"Cote,F., Pare,C., Majeau,N., Bolduc,M., Leblanc,E., Bergeron,M.G., Bernardy,M.G., Leclerc,D.",,2006-07-21,ssRNA(+)
NC_008236,Siegesbeckia yellow vein virus,Begomovirus siegesbeckiae,Begomovirus,Geminiviridae,,GD13,2768,complete,China:Guangdong province,Sigesbeckia glabrescens,,"Wu,J.B., Zhou,X.P., Cai,J.H., Wu,J.",,2006-07-05,ssDNA(+/-)
NC_008237,Siegesbeckia yellow vein virus-associated DNA beta,Siegesbeckia yellow vein virus-associated DNA beta,Betasatellite,Tolecusatellitidae,,GD13,1358,complete,China:Guangdong province,Sigesbeckia glabrescens,,"Wu,J.B., Zhou,X.P., Cai,J.H.",,2006-07-05,ssDNA
NC_008210,Ranid herpesvirus 2,Batravirus ranidallo2,Batravirus,Alloherpesviridae,,,231801,complete,,Lithobates pipiens,,"Davison,A.J., Cunningham,C., Sauerbier,W., McKinnell,R.G.",,2006-06-24,dsDNA
NC_008211,Ranid herpesvirus 1,Batravirus ranidallo1,Batravirus,Alloherpesviridae,,,220859,complete,,Lithobates pipiens,,"Davison,A.J., Cunningham,C., Sauerbier,W., McKinnell,R.G., Dolan,A., Addison,C.",,2006-06-24,dsDNA
NC_008198,Mycobacterium phage PBI1,Mycobacterium virus PBI1,Plotvirus,,,,64494,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-22,dsDNA
NC_008199,Mycobacterium phage Pipefish,Pipefishvirus pipefish,Pipefishvirus,,,,69059,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Popovich,M.",,2006-06-22,dsDNA
NC_008200,Mycobacterium phage PLot,Plotvirus plot,Plotvirus,,,,64787,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Polinko,E.",,2006-06-22,dsDNA
NC_008204,Mycobacterium phage Qyrzula,Rosebushvirus godines,Rosebushvirus,,,,67188,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Namburi,S.W.",,2006-06-22,dsDNA
NC_008205,Mycobacterium phage PMC,Cheoctovirus PMC,Cheoctovirus,,,,56692,complete,,Mycobacterium,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W.",,2006-06-22,dsDNA
NC_008206,Mycobacterium phage Wildcat,Wildcatvirus wildcat,Wildcatvirus,Vilmaviridae,,,78296,complete,,Mycobacterium sp.,,"Hatfull,G.F., Pedulla,M.L., Jacobs-Sera,D., Cichon,P.M., Foley,A., Ford,M.E., Gonda,R.M., Houtz,J.M., Hryckowian,A.J., Kelchner,V.A., Namburi,S., Pajcini,K.V., Popovich,M.G., Schleicher,D.T., Simanek,B.Z., Smith,A.L., Zdanowicz,G.M., Kumar,V., Peebles,C.L., Jacobs,W.R. Jr., Lawrence,J.G., Hendrix,R.W., Gross,J., Falbo,J.",,2006-06-22,dsDNA
